Position,Bib #,Athlete Name,Gender,Category,Club,Swim,Swim,T1,Bike,T2,Run,Gun Time, Time Difference
60,838,MOLLY MCNAMARA,F,TS2,THAMES TURBO,,0:04:39,0:02:23,0:16:52,0:00:39,0:08:38,0:33:13,+00:11:38
61,816,CLEMENCE ALBERT-LE BRUN,F,TS2,,,0:05:20,0:03:21,0:13:17,0:01:01,0:10:12,0:33:14,+00:11:39
62,810,ISHMAEL ALLMAN,M,TS2,,,0:04:07,0:03:40,0:14:41,0:01:39,0:09:16,0:33:26,+00:11:51
63,851,Thomas Barkshire,M,TS2,Jetstream,,0:04:54,0:02:36,0:15:18,0:00:48,0:09:47,0:33:26,+00:11:51
64,811,ANTHONY SAMMUT,M,TS2,,,0:07:21,0:03:24,0:13:13,0:00:48,0:08:53,0:33:41,+00:12:06
65,862,RIANNE NEALE,F,TS2,,,0:05:11,0:02:38,0:14:52,0:00:38,0:10:41,0:34:03,+00:12:28
66,812,JAMES ALEXANDER,M,TS2,,,0:05:11,0:04:05,0:12:07,0:00:56,0:11:44,0:34:05,+00:12:30
67,870,AMANDA TRUPP,F,TS2,,,0:05:56,0:02:54,0:16:25,0:00:54,0:08:00,0:34:12,+00:12:37
68,869,RACHEL RABIN,F,TS2,,,0:04:39,0:03:07,0:14:52,0:00:51,0:10:55,0:34:28,+00:12:53
69,854,DINA ROSENFIELD,F,TS2,,,0:06:20,0:02:29,0:13:23,0:01:03,0:11:32,0:34:49,+00:13:14
70,868,SARAH RABIN,F,TS2,,,0:05:16,0:03:33,0:15:33,0:01:02,0:09:56,0:35:22,+00:13:47
71,829,PATRICK HORSLEY,M,TS2,,,0:04:32,0:02:32,0:16:23,0:00:50,0:11:18,0:35:38,+00:14:03
72,846,NINA RAFFERTY,F,TS2,,,0:04:41,0:02:36,0:15:31,0:00:48,0:12:23,0:36:01,+00:14:26
73,804,MEERA RAO,F,TS2,,,0:05:24,0:02:41,0:17:20,0:00:58,0:10:01,0:36:27,+00:14:52
74,827,FRANCESCA CHURCHMAN,F,TS2,,,0:05:36,0:02:41,0:14:52,0:00:43,0:13:09,0:37:03,+00:15:28
75,839,ALEX JENKINS,M,TS2,,,0:05:14,0:03:17,0:13:51,0:01:03,0:13:38,0:37:06,+00:15:31
76,818,DIDAR DULAI,F,TS2,Jetstream,,0:04:58,0:02:33,0:16:28,0:01:14,0:11:53,0:37:08,+00:15:33
77,803,LILY WINTER,F,TS2,,,0:07:02,0:03:15,0:14:55,0:00:54,0:11:36,0:37:44,+00:16:09
78,844,EMMA DARNELL,F,TS2,,,0:05:05,0:02:28,0:15:12,0:01:03,0:14:04,0:37:54,+00:16:19
79,815,CONNOR WEISS,M,TS2,,,0:05:28,0:03:56,0:19:42,0:00:56,0:08:01,0:38:05,+00:16:30
80,835,SHMULI MILLER,M,TS2,,,0:08:00,0:03:18,0:14:52,0:00:43,0:12:07,0:39:04,+00:17:29
81,866,RAFAEL RABINOWITZ,M,TS2,,,0:09:13,0:03:57,0:14:27,0:00:46,0:10:56,0:39:22,+00:17:47
82,855,ASHIA OGUNLADE,F,TS2,THE FORSYTH/OGUNLAKE 4,,0:06:56,0:04:02,0:16:46,0:01:19,0:10:37,0:39:44,+00:18:09
83,860,MICHAEL MCHALE,M,TS2,,,0:05:50,0:03:40,0:18:18,0:01:07,0:11:12,0:40:10,+00:18:35
84,817,ANNA BALDUINSDOTTIR,F,TS2,,,0:06:00,0:03:30,0:18:25,0:01:20,0:11:08,0:40:26,+00:18:51
85,813,BEN CULLEN,M,TS2,,,0:05:37,0:03:27,0:16:48,0:01:22,0:13:54,0:41:10,+00:19:35
86,801,OLIVIA MARTIN,F,TS2,,,0:06:11,0:03:46,0:17:44,0:00:46,0:13:07,0:41:36,+00:20:01
87,856,JOSS BOGOD,M,TS2,,,0:06:26,0:04:10,0:15:35,0:01:11,0:14:35,0:41:59,+00:20:24
88,858,SOLEY JULIUSDOTTIR,F,TS2,,,0:05:59,0:04:47,0:17:55,0:00:50,0:14:06,0:43:40,+00:22:05
89,840,ARYEH ROSEN,M,TS2,,,0:06:19,0:04:11,0:23:06,0:00:57,0:13:38,0:48:14,+00:26:39
90,837,ANNA PRITCHARD,F,TS2,,,0:06:44,0:03:04,0:24:07,0:01:01,0:14:30,0:49:28,+00:27:53
91,802,Lucy Kelly,F,TS2,,,0:04:54,0:06:04,0:23:54,0:01:04,0:17:13,0:53:11,+00:31:36
92,834,QUABLA MENSAH,M,TS2,,,0:10:27,0:02:54,0:22:03,0:01:05,0:16:48,0:53:20,+00:31:45
-,861,BENJAMIN BARD,M,TS2,,,,,,,,0:00:00,
-,875,CHARLOTTE LOMAX,F,TS2,,,0:03:44,0:02:33,0:10:32,0:05:26,,0:00:00,
-,822,RHYS SMITH,M,TS2,,,0:08:13,0:03:44,,,,0:00:00,
,,,,,,,,,,,,,
Copyright StuWeb Race Timing - http://www.stuweb.co.uk,,,,,,,,,,,,,
Not for re-publication online without prior written permission.,,,,,,,,,,,,,
